Mod:Item:MetaData, Localized Name
atum:porphyry_carved_slab, Carved Porphyry Slab
atum:porphyry_tiled_slab, Tiled Porphyry Slab
atum:porphyry_pillar_slab, Pillar Porphyry Slab
atum:porphyry_smooth_stairs, Smooth Porphyry Stairs
atum:porphyry_polished_stairs, Polished Porphyry Stairs
atum:porphyry_carved_stairs, Carved Porphyry Stairs
atum:porphyry_tiled_stairs, Tiled Porphyry Stairs
atum:porphyry_pillar_stairs, Pillar Porphyry Stairs
atum:porphyry_smooth_wall, Smooth Porphyry Wall
atum:porphyry_polished_wall, Polished Porphyry Wall
atum:porphyry_carved_wall, Carved Porphyry Wall
atum:porphyry_tiled_wall, Tiled Porphyry Wall
atum:porphyry_pillar_wall, Pillar Porphyry Wall
atum:ceramic_white, White Ceramic Tile Block
atum:ceramic_orange, Orange Ceramic Tile Block
atum:ceramic_magenta, Magenta Ceramic Tile Block
atum:ceramic_light_blue, Light Blue Ceramic Tile Block
atum:ceramic_yellow, Yellow Ceramic Tile Block
atum:ceramic_lime, Lime Ceramic Tile Block
atum:ceramic_pink, Pink Ceramic Tile Block
atum:ceramic_gray, Gray Ceramic Tile Block
atum:ceramic_silver, Silver Ceramic Tile Block
atum:ceramic_cyan, Cyan Ceramic Tile Block
atum:ceramic_purple, Purple Ceramic Tile Block
atum:ceramic_blue, Blue Ceramic Tile Block
atum:ceramic_brown, Brown Ceramic Tile Block
atum:ceramic_green, Green Ceramic Tile Block
atum:ceramic_red, Red Ceramic Tile Block
atum:ceramic_black, Black Ceramic Tile Block
atum:ceramic_slab_white, White Ceramic Tile Slab
atum:ceramic_slab_orange, Orange Ceramic Tile Slab
atum:ceramic_slab_magenta, Magenta Ceramic Tile Slab
atum:ceramic_slab_light_blue, Light Blue Ceramic Tile Slab
atum:ceramic_slab_yellow, Yellow Ceramic Tile Slab
atum:ceramic_slab_lime, Lime Ceramic Tile Slab
atum:ceramic_slab_pink, Pink Ceramic Tile Slab
atum:ceramic_slab_gray, Gray Ceramic Tile Slab
atum:ceramic_slab_silver, Silver Ceramic Tile Slab
atum:ceramic_slab_cyan, Cyan Ceramic Tile Slab
atum:ceramic_slab_purple, Purple Ceramic Tile Slab
atum:ceramic_slab_blue, Blue Ceramic Tile Slab
atum:ceramic_slab_brown, Brown Ceramic Tile Slab
atum:ceramic_slab_green, Green Ceramic Tile Slab
atum:ceramic_slab_red, Red Ceramic Tile Slab
atum:ceramic_slab_black, Black Ceramic Tile Slab
atum:ceramic_tile_white, White Ceramic Tile
atum:ceramic_tile_orange, Orange Ceramic Tile
atum:ceramic_tile_magenta, Magenta Ceramic Tile
atum:ceramic_tile_light_blue, Light Blue Ceramic Tile
atum:ceramic_tile_yellow, Yellow Ceramic Tile
atum:ceramic_tile_lime, Lime Ceramic Tile
atum:ceramic_tile_pink, Pink Ceramic Tile
atum:ceramic_tile_gray, Gray Ceramic Tile
atum:ceramic_tile_silver, Silver Ceramic Tile
atum:ceramic_tile_cyan, Cyan Ceramic Tile
atum:ceramic_tile_purple, Purple Ceramic Tile
atum:ceramic_tile_blue, Blue Ceramic Tile
atum:ceramic_tile_brown, Brown Ceramic Tile
atum:ceramic_tile_green, Green Ceramic Tile
atum:ceramic_tile_red, Red Ceramic Tile
atum:ceramic_tile_black, Black Ceramic Tile
atum:ceramic_stairs_white, White Ceramic Tile Stairs
atum:ceramic_stairs_orange, Orange Ceramic Tile Stairs
atum:ceramic_stairs_magenta, Magenta Ceramic Tile Stairs
atum:ceramic_stairs_light_blue, Light Blue Ceramic Tile Stairs
atum:ceramic_stairs_yellow, Yellow Ceramic Tile Stairs
atum:ceramic_stairs_lime, Lime Ceramic Tile Stairs
atum:ceramic_stairs_pink, Pink Ceramic Tile Stairs
atum:ceramic_stairs_gray, Gray Ceramic Tile Stairs
atum:ceramic_stairs_silver, Silver Ceramic Tile Stairs
atum:ceramic_stairs_cyan, Cyan Ceramic Tile Stairs
atum:ceramic_stairs_purple, Purple Ceramic Tile Stairs
atum:ceramic_stairs_blue, Blue Ceramic Tile Stairs
atum:ceramic_stairs_brown, Brown Ceramic Tile Stairs
atum:ceramic_stairs_green, Green Ceramic Tile Stairs
atum:ceramic_stairs_red, Red Ceramic Tile Stairs
atum:ceramic_stairs_black, Black Ceramic Tile Stairs
atum:ceramic_wall_white, White Ceramic Tile Wall
atum:ceramic_wall_orange, Orange Ceramic Tile Wall
atum:ceramic_wall_magenta, Magenta Ceramic Tile Wall
atum:ceramic_wall_light_blue, Light Blue Ceramic Tile Wall
atum:ceramic_wall_yellow, Yellow Ceramic Tile Wall
atum:ceramic_wall_lime, Lime Ceramic Tile Wall
atum:ceramic_wall_pink, Pink Ceramic Tile Wall
atum:ceramic_wall_gray, Gray Ceramic Tile Wall
atum:ceramic_wall_silver, Silver Ceramic Tile Wall
atum:ceramic_wall_cyan, Cyan Ceramic Tile Wall
atum:ceramic_wall_purple, Purple Ceramic Tile Wall
atum:ceramic_wall_blue, Blue Ceramic Tile Wall
atum:ceramic_wall_brown, Brown Ceramic Tile Wall
atum:ceramic_wall_green, Green Ceramic Tile Wall
atum:ceramic_wall_red, Red Ceramic Tile Wall
atum:ceramic_wall_black, Black Ceramic Tile Wall
atum:radiant_beacon, Radiant Beacon
atum:radiant_beacon_framed, Radiant Beacon
atum:crystal_glass, Crystal Glass
atum:crystal_white_stained_glass, White Stained Crystal Glass
atum:crystal_orange_stained_glass, Orange Stained Crystal Glass
atum:crystal_magenta_stained_glass, Magenta Stained Crystal Glass
atum:crystal_light_blue_stained_glass, Light Blue Stained Crystal Glass
atum:crystal_yellow_stained_glass, Yellow Stained Crystal Glass
atum:crystal_lime_stained_glass, Lime Stained Crystal Glass
atum:crystal_pink_stained_glass, Pink Stained Crystal Glass
atum:crystal_gray_stained_glass, Gray Stained Crystal Glass
atum:crystal_silver_stained_glass, Silver Stained Crystal Glass
atum:crystal_cyan_stained_glass, Cyan Stained Crystal Glass
atum:crystal_purple_stained_glass, Purple Stained Crystal Glass
atum:crystal_blue_stained_glass, Blue Stained Crystal Glass
atum:crystal_brown_stained_glass, Brown Stained Crystal Glass
atum:crystal_green_stained_glass, Green Stained Crystal Glass
atum:crystal_red_stained_glass, Red Stained Crystal Glass
atum:crystal_black_stained_glass, Black Stained Crystal Glass
atum:thin_crystal_glass, Thin Crystal Glass
atum:thin_crystal_white_stained_glass, White Stained Thin Crystal Glass
atum:thin_crystal_orange_stained_glass, Orange Stained Thin Crystal Glass
atum:thin_crystal_magenta_stained_glass, Magenta Stained Thin Crystal Glass
atum:thin_crystal_light_blue_stained_glass, Light Blue Stained Thin Crystal Glass
atum:thin_crystal_yellow_stained_glass, Yellow Stained Thin Crystal Glass
atum:thin_crystal_lime_stained_glass, Lime Stained Thin Crystal Glass
atum:thin_crystal_pink_stained_glass, Pink Stained Thin Crystal Glass
atum:thin_crystal_gray_stained_glass, Gray Stained Thin Crystal Glass
atum:thin_crystal_silver_stained_glass, Silver Stained Thin Crystal Glass
atum:thin_crystal_cyan_stained_glass, Cyan Stained Thin Crystal Glass
atum:thin_crystal_purple_stained_glass, Purple Stained Thin Crystal Glass
atum:thin_crystal_blue_stained_glass, Blue Stained Thin Crystal Glass
atum:thin_crystal_brown_stained_glass, Brown Stained Thin Crystal Glass
atum:thin_crystal_green_stained_glass, Green Stained Thin Crystal Glass
atum:thin_crystal_red_stained_glass, Red Stained Thin Crystal Glass
atum:thin_crystal_black_stained_glass, Black Stained Thin Crystal Glass
atum:framed_glass, Framed Glass
atum:framed_white_stained_glass, White Stained Framed Glass
atum:framed_orange_stained_glass, Orange Stained Framed Glass
atum:framed_magenta_stained_glass, Magenta Stained Framed Glass
atum:framed_light_blue_stained_glass, Light Blue Stained Framed Glass
atum:framed_yellow_stained_glass, Yellow Stained Framed Glass
atum:framed_lime_stained_glass, Lime Stained Framed Glass
atum:framed_pink_stained_glass, Pink Stained Framed Glass
atum:framed_gray_stained_glass, Gray Stained Framed Glass
atum:framed_silver_stained_glass, Silver Stained Framed Glass
atum:framed_cyan_stained_glass, Cyan Stained Framed Glass
atum:framed_purple_stained_glass, Purple Stained Framed Glass
atum:framed_blue_stained_glass, Blue Stained Framed Glass
atum:framed_brown_stained_glass, Brown Stained Framed Glass
atum:framed_green_stained_glass, Green Stained Framed Glass
atum:framed_red_stained_glass, Red Stained Framed Glass
atum:framed_black_stained_glass, Black Stained Framed Glass
atum:thin_framed_glass, Thin Framed Glass
atum:thin_framed_white_stained_glass, White Stained Thin Framed Glass
atum:thin_framed_orange_stained_glass, Orange Stained Thin Framed Glass
atum:thin_framed_magenta_stained_glass, Magenta Stained Thin Framed Glass
atum:thin_framed_light_blue_stained_glass, Light Blue Stained Thin Framed Glass
atum:thin_framed_yellow_stained_glass, Yellow Stained Thin Framed Glass
atum:thin_framed_lime_stained_glass, Lime Stained Thin Framed Glass
atum:thin_framed_pink_stained_glass, Pink Stained Thin Framed Glass
atum:thin_framed_gray_stained_glass, Gray Stained Thin Framed Glass
atum:thin_framed_silver_stained_glass, Silver Stained Thin Framed Glass
atum:thin_framed_cyan_stained_glass, Cyan Stained Thin Framed Glass
atum:thin_framed_purple_stained_glass, Purple Stained Thin Framed Glass
atum:thin_framed_blue_stained_glass, Blue Stained Thin Framed Glass
atum:thin_framed_brown_stained_glass, Brown Stained Thin Framed Glass
atum:thin_framed_green_stained_glass, Green Stained Thin Framed Glass
atum:thin_framed_red_stained_glass, Red Stained Thin Framed Glass
atum:thin_framed_black_stained_glass, Black Stained Thin Framed Glass
atum:linen_white, White Linen
atum:linen_orange, Orange Linen
atum:linen_magenta, Magenta Linen
atum:linen_light_blue, Light Blue Linen
atum:linen_yellow, Yellow Linen
atum:linen_lime, Lime Linen
atum:linen_pink, Pink Linen
atum:linen_gray, Gray Linen
atum:linen_silver, Silver Linen
atum:linen_cyan, Cyan Linen
atum:linen_purple, Purple Linen
atum:linen_blue, Blue Linen
atum:linen_brown, Brown Linen
atum:linen_green, Green Linen
atum:linen_red, Red Linen
atum:linen_black, Black Linen
atum:linen_carpet_white, White Linen Carpet
atum:linen_carpet_orange, Orange Linen Carpet
atum:linen_carpet_magenta, Magenta Linen Carpet
atum:linen_carpet_light_blue, Light Blue Linen Carpet
atum:linen_carpet_yellow, Yellow Linen Carpet
atum:linen_carpet_lime, Lime Linen Carpet
atum:linen_carpet_pink, Pink Linen Carpet
atum:linen_carpet_gray, Gray Linen Carpet
atum:linen_carpet_silver, Silver Linen Carpet
atum:linen_carpet_cyan, Cyan Linen Carpet
atum:linen_carpet_purple, Purple Linen Carpet
atum:linen_carpet_blue, Blue Linen Carpet
atum:linen_carpet_brown, Brown Linen Carpet
atum:linen_carpet_green, Green Linen Carpet
atum:linen_carpet_red, Red Linen Carpet
atum:linen_carpet_black, Black Linen Carpet
atum:palm_planks, Palm Planks
atum:deadwood_planks, Deadwood Planks
atum:palm_log, Palm Wood
atum:deadwood_log, Deadwood Log
atum:deadwood_branch, Deadwood Branch
atum:palm_stairs, Palm Stairs
atum:deadwood_stairs, Deadwood Stairs
atum:palm_slab, Palm Wood Slab
atum:deadwood_slab, Deadwood Slab
atum:palm_sapling, Palm Sapling
atum:palm_leaves, Palm Leaves
atum:deadwood_leaves, Deadwood Leaves
atum:palm_crate, Palm Crate
atum:deadwood_crate, Deadwood Crate
atum:palm_ladder, Palm Ladder
atum:deadwood_ladder, Deadwood Ladder
atum:palm_fence, Palm Fence
atum:deadwood_fence, Deadwood Fence
atum:palm_fence_gate, Palm Fence Gate
atum:deadwood_fence_gate, Deadwood Fence Gate
atum:palm_hatch, Palm Hatch
atum:deadwood_hatch, Deadwood Hatch
atum:palm_door, Palm Door
atum:deadwood_door, Deadwood Door
libvulpes:linker, Linker
libvulpes:battery:0, Small Battery
libvulpes:battery:1, 2x Small Battery
libvulpes:holoprojector, Holo-Projector
advancedrocketry:iquartzcrucible, Quartz Crucible
advancedrocketry:orescanner, Ore Scanner
advancedrocketry:satellitepowersource:0, Basic Solar Panel
advancedrocketry:satellitepowersource:1, Large Solar Panel
advancedrocketry:satelliteprimaryfunction:0, Optical Sensor
advancedrocketry:satelliteprimaryfunction:1, Composition Sensor
advancedrocketry:satelliteprimaryfunction:2, Mass Detector
advancedrocketry:satelliteprimaryfunction:3, Microwave Transmitter
advancedrocketry:satelliteprimaryfunction:4, Ore Mapper
advancedrocketry:satelliteprimaryfunction:5, Biome Changer
advancedrocketry:itemcircuitplate:0, Basic Circuit Plate
advancedrocketry:itemcircuitplate:1, Advanced Circuit Plate
advancedrocketry:ic:0, Basic Circuit
advancedrocketry:ic:1, Tracking Circuit
advancedrocketry:ic:2, Advanced Circuit
advancedrocketry:ic:3, Control Circuit Board
advancedrocketry:ic:4, Item IO Circuit Board
advancedrocketry:ic:5, Liquid IO Circuit Board
advancedrocketry:wafer:0, Silicon Wafer
advancedrocketry:dataunit:0, Data Storage Unit
advancedrocketry:satellite, Satellite
advancedrocketry:satelliteidchip, Satellite Id Chip
advancedrocketry:planetidchip, Planet Id Chip
advancedrocketry:misc:0, User Interface
advancedrocketry:misc:1, Carbon Brick
advancedrocketry:sawbladeiron:0, Iron Saw Blade
advancedrocketry:spacestationchip:0, Space Station Id Chip
advancedrocketry:spacestation:0, Space Station Container
advancedrocketry:spacehelmet, Space Helmet
advancedrocketry:spaceboots, Space Boots
advancedrocketry:spacechestplate, Space Suit Chest-Piece
advancedrocketry:spaceleggings, Space Suit Legging
advancedrocketry:bucketrocketfuel, Tank of Rocket Fuel
advancedrocketry:bucketnitrogen, Tank of Nitrogen
advancedrocketry:buckethydrogen, Tank of Hydrogen
advancedrocketry:bucketoxygen, Tank of Oxygen
advancedrocketry:bucketenrichedlava, Tank of Enriched Lava
advancedrocketry:smallairlockdoor, Small Airlock Door
advancedrocketry:carbonscrubbercartridge, Carbon Collection Cartridge
advancedrocketry:sealdetector, Seal Detector
advancedrocketry:jackhammer, Jack Hammer
advancedrocketry:asteroidchip, Asteroid Chip
advancedrocketry:elevatorchip, Space Elevator Chip
advancedrocketry:lens:0, Basic Lens
advancedrocketry:jetpack, Jet Pack
advancedrocketry:pressuretank:0, Low Pressure Tank
advancedrocketry:pressuretank:1, Pressure Tank
advancedrocketry:pressuretank:2, High Pressure Tank
advancedrocketry:pressuretank:3, Super High Pressure Tank
advancedrocketry:itemupgrade:0, Hover Upgrade
advancedrocketry:itemupgrade:1, Flight Speed Control Upgrade
advancedrocketry:itemupgrade:2, Bionic Leg Upgrade
advancedrocketry:itemupgrade:3, Padded Landing Boots
advancedrocketry:itemupgrade:4, Anti-Fog Visor
advancedrocketry:atmanalyser, Atmosphere Analyzer
advancedrocketry:basiclasergun, Basic Laser Gun
advancedrocketry:beaconfinder, Beacon Finder
advancedrocketry:thermite, Thermite
advancedrocketry:hovercraft, HoverCraft
advancedrocketry:biomechanger, Biome Changer Remote
forge:bucketfilled, %s Bucket
securitycraft:laser_block, Laser Block 
securitycraft:keypad, Keypad
securitycraft:mine, Mine
securitycraft:retinal_scanner, Retinal Scanner
securitycraft:bogus_lava, Fake Lava
securitycraft:bogus_lava_flowing, tile.securitycraft:bogusLavaFlowing.name
securitycraft:bogus_water, Fake Water
securitycraft:bogus_water_flowing, tile.securitycraft:bogusWaterFlowing.name
securitycraft:keycard_reader, Keycard Reader
securitycraft:reinforced_iron_trapdoor, Reinforced Iron Trapdoor
securitycraft:bouncing_betty, Bouncing Betty
securitycraft:inventory_scanner, Inventory Scanner
securitycraft:track_mine, Track Mine
securitycraft:cage_trap, Cage Trap
securitycraft:portable_radar, Portable Radar
securitycraft:reinforced_iron_bars, Reinforced Iron Bars
securitycraft:keypad_chest, Password-protected Chest
securitycraft:username_logger, Username Logger
securitycraft:alarm, Alarm
securitycraft:reinforced_stone:0, Reinforced Stone
securitycraft:reinforced_stone:1, Reinforced Granite
securitycraft:reinforced_stone:2, Reinforced Polished Granite
securitycraft:reinforced_stone:3, Reinforced Diorite
securitycraft:reinforced_stone:4, Reinforced Polished Diorite
securitycraft:reinforced_stone:5, Reinforced Andesite
securitycraft:reinforced_stone:6, Reinforced Polished Andesite
securitycraft:reinforced_sandstone:0, Reinforced Sandstone
securitycraft:reinforced_sandstone:1, Reinforced Chiseled Sandstone
securitycraft:reinforced_sandstone:2, Reinforced Smooth Sandstone
securitycraft:reinforced_dirt:0, Reinforced Dirt
securitycraft:reinforced_dirt:1, Reinforced Coarse Dirt
securitycraft:reinforced_dirt:2, Reinforced Podzol
securitycraft:reinforced_cobblestone, Reinforced Cobblestone
securitycraft:reinforced_fence_gate, Electrified Iron Fence Gate
securitycraft:reinforced_planks:0, Reinforced Oak Planks
securitycraft:reinforced_planks:1, Reinforced Spruce Planks
securitycraft:reinforced_planks:2, Reinforced Birch Planks
securitycraft:reinforced_planks:3, Reinforced Jungle Planks
securitycraft:reinforced_planks:4, Reinforced Acacia Planks
securitycraft:reinforced_planks:5, Reinforced Dark Oak Planks
securitycraft:panic_button, Panic Button
securitycraft:keypad_frame, Frame
securitycraft:claymore, Claymore
securitycraft:keypad_furnace, Password-protected Furnace
securitycraft:security_camera, Security Camera
securitycraft:reinforced_stairs_oak, Reinforced Oak Stairs
securitycraft:reinforced_stairs_spruce, Reinforced Spruce Stairs
securitycraft:reinforced_stairs_cobblestone, Reinforced Cobblestone Stairs
securitycraft:reinforced_stairs_sandstone, Reinforced Sandstone Stairs
securitycraft:reinforced_stairs_birch, Reinforced Birch Stairs
securitycraft:reinforced_stairs_jungle, Reinforced Jungle Stairs
securitycraft:reinforced_stairs_acacia, Reinforced Acacia Stairs
securitycraft:reinforced_stairs_darkoak, Reinforced Dark Oak Stairs
securitycraft:reinforced_stairs_stone, Reinforced Stone Stairs
securitycraft:electrified_iron_fence, Electrified Iron Fence
securitycraft:ims, Intelligent Munitions System 
securitycraft:reinforced_glass_block, Reinforced Glass
securitycraft:reinforced_stained_glass:0, Reinforced White Stained Glass
securitycraft:reinforced_stained_glass:1, Reinforced Orange Stained Glass
securitycraft:reinforced_stained_glass:2, Reinforced Magenta Stained Glass
securitycraft:reinforced_stained_glass:3, Reinforced Light Blue Stained Glass
securitycraft:reinforced_stained_glass:4, Reinforced Yellow Stained Glass
securitycraft:reinforced_stained_glass:5, Reinforced Lime Stained Glass
securitycraft:reinforced_stained_glass:6, Reinforced Pink Stained Glass
securitycraft:reinforced_stained_glass:7, Reinforced Gray Stained Glass
securitycraft:reinforced_stained_glass:8, Reinforced Light Gray Stained Glass
securitycraft:reinforced_stained_glass:9, Reinforced Cyan Stained Glass
securitycraft:reinforced_stained_glass:10, Reinforced Purple Stained Glass
securitycraft:reinforced_stained_glass:11, Reinforced Blue Stained Glass
securitycraft:reinforced_stained_glass:12, Reinforced Brown Stained Glass
securitycraft:reinforced_stained_glass:13, Reinforced Green Stained Glass
securitycraft:reinforced_stained_glass:14, Reinforced Red Stained Glass
